"Date: 2026-06-29+0000"
"Version: 7.2"
"Status: 
0 Normal
1 Completed
2 Archived"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId","projectKind"
"Lists","Book Topics","David Allens Mindsweep","TEXT","","","N","","","","","0","0","2026-04-22T00:27:27+0000","","1099510906880","Asia/Calcutta","false","false","General","-1","kanban","1","","NOTE"
"Lists","Book Topics","Oxford modern English Grammar","NOTE","","","N","","","","","0","0","2026-04-30T20:11:53+0000","","1099510972416","Asia/Kolkata","false","false","Now Reading","-131073","kanban","2","","NOTE"
"Lists","Book Topics","hostage negotiation ","NOTE","","","N","","","","","0","0","2026-04-30T02:58:07+0000","","1099511037952","Asia/Kolkata","false","false","General","-1","kanban","3","","NOTE"
"Lists","Book Topics","noam chomsky","TEXT","","","N","","","","","0","0","2026-04-24T11:44:28+0000","","1099511103488","Asia/Calcutta","false","false","General","-1","kanban","4","","NOTE"
"Lists","Book Topics","Hit makers how things become popular","TEXT","","","N","","","","","0","0","2026-04-26T19:10:12+0000","","1099511169024","Asia/Calcutta","false","false","General","-1","kanban","5","","NOTE"
"Lists","Book Topics","Technique for producing ideas","TEXT","","","N","","","","","0","0","2026-04-26T19:09:36+0000","","1099511234560","Asia/Calcutta","false","false","General","-1","kanban","6","","NOTE"
"Lists","Book Topics","100 ways to kill a teacher ","NOTE","","","N","","","","","0","0","2026-04-28T17:04:25+0000","","1099511300096","Asia/Calcutta","false","false","General","-1","kanban","7","","NOTE"
"Lists","Book Topics","either or","NOTE","","","N","","","","","0","0","2026-04-25T21:59:10+0000","","1099511431168","Asia/Calcutta","false","false","Top Interests","-65537","kanban","8","","NOTE"
"Lists","Book Topics","Laws of software engineering","NOTE","","","N","","","","","0","0","2026-04-21T23:51:57+0000","","1099511562240","Asia/Calcutta","false","false","Top Interests","-65537","kanban","9","","NOTE"
"Lists","Book Topics","Rotary engine","NOTE","","
","N","","","","","0","0","2026-03-14T00:04:53+0000","","2199023255552","Asia/Calcutta","false","false","General","-1","kanban","10","","NOTE"
"Lists","Book Topics","the pearl","NOTE","","
               dur=""1.3s""
               repeatCount=""indefinite""/>

    </g>

  </g>

  <!-- Red Cross on Money -->
  <g>

    <!-- Money -->
    <rect x=""350""
          y=""255""
          width=""70""
          height=""42""
          rx=""6""
          fill=""#F5F5F7""/>

    <text x=""385""
          y=""282""
          text-anchor=""middle""
          font-size=""22""
          font-family=""Arial""
          font-weight=""bold""
          fill=""#0A0A0A"">
      $
    </text>

    <!-- Red X -->
    <line x1=""345""
          y1=""250""
          x2=""425""
          y2=""302""
          stroke=""#E04B35""
          stroke-width=""7""/>

    <line x1=""425""
          y1=""250""
          x2=""345""
          y2=""302""
          stroke=""#E04B35""
          stroke-width=""7""/>

    <animateTransform
      attributeName=""transform""
      type=""scale""
      values=""1 1;1.08 1.08;1 1""
      dur=""1.6s""
      repeatCount=""indefinite""/>
      
  </g>

  <!-- Sad Worker -->
  <g opacity=""0.9"">

    <!-- Head -->
    <circle cx=""405""
            cy=""360""
            r=""16""
            fill=""#F5F5F7""/>

    <!-- Sad Eyes -->
    <circle cx=""399"" cy=""358"" r=""1.8"" fill=""#0A0A0A""/>
    <circle cx=""411"" cy=""358"" r=""1.8"" fill=""#0A0A0A""/>

    <!-- Sad Mouth -->
    <path d=""M398 371
             Q405 365 412 371""
          stroke=""#E04B35""
          stroke-width=""2""
          fill=""none""/>

    <!-- Stick Body -->
    <line x1=""405""
          y1=""376""
          x2=""405""
          y2=""420""
          stroke=""#F5F5F7""
          stroke-width=""4""/>

    <line x1=""405""
          y1=""392""
          x2=""385""
          y2=""405""
          stroke=""#F5F5F7""
          stroke-width=""4""/>

    <line x1=""405""
          y1=""392""
          x2=""425""
          y2=""405""
          stroke=""#F5F5F7""
          stroke-width=""4""/>

  </g>

  <!-- Main Word -->
  <text x=""256""
        y=""445""
        text-anchor=""middle""
        font-size=""42""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    DEFUND

    <animate attributeName=""opacity""
             values=""0.5;1;0.5""
             dur=""1.5s""
             repeatCount=""indefinite""/>
  </text>

</svg>

[QUIZ_Q] Which situation best shows something being **Defunded**?

[QUIZ_A1] A school club losing all its financial support [CORRECT]

[QUIZ_A2] A company hiring more workers with extra money

[QUIZ_A3] A library receiving a bigger budget

[QUIZ_A4] Students collecting donations for a project

[QUIZ_EXP] A1 correct hai kyunki **Defund** ka matlab hota hai kisi organization, project ya service se funding ya financial support hata dena. Baaki options mein money increase ya support continue ho raha hai.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T16:26:03+0000","-6597069766656","Asia/Calcutta",,"false",,,"list","85","","TASK"
"","Notes","- [ ] Malicious","TEXT","","[WORD] Malicious

[PHONETIC] muh-LISH-us

[DEFINITION] Jo jaan-boojhkar kisi ko nuksaan pahunchana chahe ya bure intention se kaam kare.

[NARRATIVE] Ek maali raat ko chupke se aata hai aur sabke beautiful flowers kaat deta hai while smiling creepily. Subah colony wale dekhte hain ki sirf uska garden perfect hai. “Bhai yeh toh bada malicious maali hai!”

[STORY] Deepmaala ki colony mein ek gardener tha jiska naam Zorav tha. Bahar se woh bahut seedha lagta tha, lekin andar se bahut **malicious** tha. Colony ke bachche jab bhi naya plant lagate, next morning woh toot jaata tha. Sabko lagta tha ki shayad billi ya hawa ki wajah se hua hoga.

Ek din Dex ne CCTV lagaya. Raat ko video mein dikha ki Zorav khud scissors lekar flowers kaat raha tha. Woh dusron ke gardens barbaad kar raha tha taaki uska garden sabse sundar lage. Yeh bahut **malicious** behavior tha.

Agli subah meeting hui. Kritika ne bola, “Agar kisi ko jealousy hai toh bhi aisa intentionally damage karna bahut **malicious** hai.”

Zorav pehle deny karta raha, lekin jab video dikhaya gaya toh sab samajh gaye ki woh secretly colony ke plants destroy karta tha. Uski smile bhi thodi creepy thi, jaise usse dusron ko problem mein dekhkar maza aata ho. Colony wale uske **malicious** acts se kaafi upset ho gaye.

[USAGE] 
[Office mein koi jaan-boojhkar dusre ka project kharab kare | He made a malicious attempt to ruin his coworker’s presentation.]

[School mein koi fake rumor spread kare kisi ko hurt karne ke liye | The student posted a malicious comment online.]

[Koi hacker intentionally damage karne wala virus bheje | The hacker used malicious software.]

[Colony mein koi purposely dusron ki property damage kare | The neighbor had malicious intentions.]

[Jealousy ki wajah se kisi ko emotionally hurt karna | Her malicious behavior shocked everyone.]

[LEVEL] 2

[SVG] 
```svg id=""m46hz2""
<!--
Mnemonic Prompt:
A jealous evil maali secretly cuts other people's flowers at night so only his own garden looks beautiful. The malicious gardener smiles creepily while destroying flowers with scissors.
-->

<svg viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

  <rect width=""512"" height=""512"" fill=""#0A0A0A""/>

  <circle cx=""430"" cy=""80"" r=""28"" fill=""#3A1D1A"">
    <animate attributeName=""opacity""
      values=""0.6;1;0.6""
      dur=""4s""
      repeatCount=""indefinite""/>
  </circle>

  <rect x=""0"" y=""380"" width=""512"" height=""132"" fill=""#0F0F11""/>

  <g>
    <line x1=""110"" y1=""350"" x2=""110"" y2=""310""
      stroke=""#8E8E93"" stroke-width=""4""/>
    <circle cx=""110"" cy=""300"" r=""12"" fill=""#F5F5F7"">
      <animate attributeName=""fill""
        values=""#F5F5F7;#8E8E93;#F5F5F7""
        dur=""5s""
        repeatCount=""indefinite""/>
    </circle>

    <line x1=""160"" y1=""350"" x2=""160"" y2=""300""
      stroke=""#8E8E93"" stroke-width=""4""/>
    <circle cx=""160"" cy=""290"" r=""14"" fill=""#F5F5F7"">
      <animate attributeName=""fill""
        values=""#F5F5F7;#8E8E93;#F5F5F7""
        dur=""4s""
        repeatCount=""indefinite""/>
    </circle>

    <line x1=""210"" y1=""350"" x2=""210"" y2=""305""
      stroke=""#8E8E93"" stroke-width=""4""/>
    <circle cx=""210"" cy=""295"" r=""11"" fill=""#F5F5F7"">
      <animate attributeName=""fill""
        values=""#F5F5F7;#8E8E93;#F5F5F7""
        dur=""6s""
        repeatCount=""indefinite""/>
    </circle>
  </g>

  <g transform=""translate(250 170)"">

    <rect x=""0"" y=""80"" width=""55"" height=""95""
      rx=""12"" fill=""#1C1C1E""/>

    <circle cx=""28"" cy=""48"" r=""30"" fill=""#E04B35""/>

    <circle cx=""18"" cy=""42"" r=""4"" fill=""#0A0A0A""/>
    <circle cx=""38"" cy=""42"" r=""4"" fill=""#0A0A0A""/>

    <path d=""M15 60 Q28 72 42 60""
      stroke=""#0A0A0A""
      stroke-width=""3""
      fill=""none""/>

    <ellipse cx=""28"" cy=""20"" rx=""40"" ry=""10""
      fill=""#3A1D1A""/>
    <rect x=""5"" y=""0"" width=""46"" height=""18""
      rx=""6""
      fill=""#3A1D1A""/>

    <rect x=""48"" y=""90"" width=""50"" height=""10""
      rx=""5""
      fill=""#E04B35""
      transform-origin=""50px 95px"">

      <animateTransform
        attributeName=""transform""
        type=""rotate""
        values=""0 50 95;12 50 95;0 50 95""
        dur=""1.2s""
        repeatCount=""indefinite""/>

    </rect>

    <g transform=""translate(92 82)"">
      <circle cx=""0"" cy=""8"" r=""6""
        stroke=""#F5F5F7""
        stroke-width=""3""
        fill=""none""/>

      <circle cx=""0"" cy=""24"" r=""6""
        stroke=""#F5F5F7""
        stroke-width=""3""
        fill=""none""/>

      <line x1=""6"" y1=""8"" x2=""34"" y2=""0""
        stroke=""#F5F5F7""
        stroke-width=""3"">

        <animate attributeName=""x2""
          values=""34;28;34""
          dur=""0.8s""
          repeatCount=""indefinite""/>
      </line>

      <line x1=""6"" y1=""24"" x2=""34"" y2=""32""
        stroke=""#F5F5F7""
        stroke-width=""3"">

        <animate attributeName=""x2""
          values=""34;28;34""
          dur=""0.8s""
          repeatCount=""indefinite""/>
      </line>
    </g>

    <line x1=""15"" y1=""175"" x2=""5"" y2=""230""
      stroke=""#E04B35""
      stroke-width=""8""/>

    <line x1=""42"" y1=""175"" x2=""52"" y2=""230""
      stroke=""#E04B35""
      stroke-width=""8""/>

  </g>

  <g>

    <line x1=""360"" y1=""350"" x2=""360"" y2=""315""
      stroke=""#8E8E93""
      stroke-width=""4"">

      <animate attributeName=""y2""
        values=""315;345;315""
        dur=""2s""
        repeatCount=""indefinite""/>
    </line>

    <circle cx=""360"" cy=""305"" r=""12"" fill=""#E04B35"">

      <animate attributeName=""cy""
        values=""305;360;305""
        dur=""2s""
        repeatCount=""indefinite""/>

      <animate attributeName=""opacity""
        values=""1;0.2;1""
        dur=""2s""
        repeatCount=""indefinite""/>
    </circle>

  </g>

  <text x=""256""
        y=""470""
        text-anchor=""middle""
        font-size=""38""
        fill=""#F5F5F7""
        font-family=""Verdana""
        font-weight=""bold""
        letter-spacing=""2"">

    MALICIOUS

    <animate attributeName=""fill""
      values=""#F5F5F7;#E04B35;#F5F5F7""
      dur=""3s""
      repeatCount=""indefinite""/>

  </text>

</svg>
```

[QUIZ_Q] Agar koi person jaan-boojhkar dusre ko harm kare ya problem create kare, toh us behavior ko kya kahenge?

[QUIZ_A1] Friendly

[QUIZ_A2] Helpful

[QUIZ_A3] Malicious [CORRECT]

[QUIZ_A4] Honest

[QUIZ_EXP] “Malicious” ka matlab hota hai intentionally harmful ya evil intention wala. Friendly aur helpful positive words hain. Honest ka matlab truthful hota hai, harmful nahi.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T16:31:51+0000","-5497558138880","Asia/Calcutta",,"false",,,"list","86","","TASK"
"","Notes","- [ ] Reproach","TEXT","","[WORD] Reproach

[PHONETIC] ri-PROACH

[DEFINITION] Kisi ko galti ke liye criticize ya daantna in a disappointed way.

[NARRATIVE] Imagine ek villain jiska naam Ripu hai. Woh har baar tumhare paas aata hai sirf complain aur criticism karne ke liye. Jaise hi woh approach karta hai, sab bolte hain: “Lo aa gaya Ripu-reproach!”

[STORY] Valley Public School mein Darpan hamesha late aata tha. Ek din assembly ke baad principal Neeraj sir ne use office mein bulaya. Sir normally calm rehte the, lekin is baar unhone Darpan ko serious tone mein **reproach** kiya.

“Tum intelligent ho, phir bhi roz late aana achhi baat nahi hai,” sir bole.

Darpan ko laga shayad sir bas gussa karenge, lekin unka tone zyada disappointed tha. Woh sirf punishment nahi de rahe the, balki Darpan ko samjha rahe the ki uska behavior wrong hai. Yeh ek proper **reproach** tha.

Baad mein Kritika ne kaha, “Aaj sir ne tumhe bahut calmly **reproach** kiya. Tum lucky ho detention nahi mila.”

Us din ke baad Darpan ne seriously apni habits improve karni shuru kar di. Usse realize hua ki jab koi respect ke saath criticize karta hai, toh woh simple insult nahi hota, woh **reproach** hota hai.

[USAGE]

[Parents bachche ko irresponsible behavior ke liye daante | His mother reproached him for wasting money.]

[Teacher homework complete na karne pe criticize kare | The teacher reproached the students for being careless.]

[Friend kisi broken promise pe disappointment dikhaye | She reproached him for lying.]

[Boss office mein repeated mistakes pe complain kare | The manager reproached the employee for arriving late.]

[Kisi ko rude behavior ke liye calmly criticize karna | He reproached his friend for speaking harshly.]

[LEVEL] 2

[SVG]
```svg id=""reproach_clear_scene""
<svg viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

<style>
.bg{fill:#0A0A0A}
.floor{fill:#0F0F11}
.card{fill:#1C1C1E}
.primary{fill:#E04B35}
.text{fill:#F5F5F7}
.muted{fill:#8E8E93}

.word{
font-family:Verdana;
font-weight:bold;
fill:#F5F5F7;
}

#teacher{
animation:moveTeacher 3s infinite ease-in-out;
}

#student{
animation:shake .7s infinite;
}

#hand{
animation:point 1s infinite ease-in-out;
transform-origin:340px 200px;
}

#bubble{
animation:fade 2s infinite;
}

@keyframes moveTeacher{
0%{transform:translateX(0)}
50%{transform:translateX(-18px)}
100%{transform:translateX(0)}
}

@keyframes shake{
0%{transform:translateX(0)}
25%{transform:translateX(3px)}
50%{transform:translateX(0)}
75%{transform:translateX(-3px)}
100%{transform:translateX(0)}
}

@keyframes point{
0%{transform:rotate(0deg)}
50%{transform:rotate(-8deg)}
100%{transform:rotate(0deg)}
}

@keyframes fade{
0%{opacity:.2}
50%{opacity:1}
100%{opacity:.2}
}
</style>

<rect width=""512"" height=""512"" class=""bg""/>
<rect y=""380"" width=""512"" height=""132"" class=""floor""/>

<g id=""student"">

<circle cx=""130"" cy=""190"" r=""30"" class=""text""/>

<circle cx=""120"" cy=""182"" r=""3"" fill=""#0A0A0A""/>
<circle cx=""140"" cy=""182"" r=""3"" fill=""#0A0A0A""/>

<path d=""M118 205 Q130 195 142 205""
stroke=""#0A0A0A""
stroke-width=""3""
fill=""none""/>

<ellipse cx=""155"" cy=""185"" rx=""4"" ry=""8"" class=""primary""/>

<rect x=""102""
y=""225""
width=""56""
height=""95""
rx=""12""
class=""card""/>

<line x1=""118"" y1=""320"" x2=""110"" y2=""360""
stroke=""#F5F5F7""
stroke-width=""8""/>

<line x1=""142"" y1=""320"" x2=""150"" y2=""360""
stroke=""#F5F5F7""
stroke-width=""8""/>

</g>

<g id=""teacher"">

<circle cx=""360"" cy=""170"" r=""34"" class=""primary""/>

<circle cx=""348"" cy=""165"" r=""3"" fill=""#0A0A0A""/>
<circle cx=""372"" cy=""165"" r=""3"" fill=""#0A0A0A""/>

<line x1=""347"" y1=""188"" x2=""373"" y2=""188""
stroke=""#0A0A0A""
stroke-width=""4""/>

<rect x=""330""
y=""205""
width=""60""
height=""105""
rx=""14""
class=""card""/>

<g id=""hand"">
<line x1=""330""
y1=""235""
x2=""270""
y2=""215""
stroke=""#E04B35""
stroke-width=""9""
stroke-linecap=""round""/>
</g>

<line x1=""390""
y1=""235""
x2=""420""
y2=""270""
stroke=""#E04B35""
stroke-width=""9""
stroke-linecap=""round""/>

<line x1=""345"" y1=""310"" x2=""338"" y2=""360""
stroke=""#E04B35""
stroke-width=""8""/>

<line x1=""375"" y1=""310"" x2=""382"" y2=""360""
stroke=""#E04B35""
stroke-width=""8""/>

</g>

<g id=""bubble"">

<rect x=""220""
y=""90""
width=""120""
height=""55""
rx=""14""
fill=""#1C1C1E""
stroke=""#E04B35""
stroke-width=""3""/>

<text x=""280""
y=""125""
text-anchor=""middle""
font-size=""18""
class=""word"">

Why late?

</text>

</g>

<text x=""256""
y=""462""
text-anchor=""middle""
font-size=""40""
letter-spacing=""2""
class=""word"">

REPROACH

</text>

</svg>
```

[QUIZ_Q] Agar teacher kisi student ko disappointed tone mein uski galti ke liye criticize kare, us action ko kya kahenge?

[QUIZ_A1] Celebrate

[QUIZ_A2] Reproach [CORRECT]

[QUIZ_A3] Ignore

[QUIZ_A4] Praise

